date,city,orders_delivered,potential,active_restaurants,daily_online_restaurants,daily_opening_hours,delivery_area_km2,order_distance_km,order_assign_to_restaurant_distance_km,order_restaurant_to_customer_distance_km,order_handling_time_mins,assign_time_mins,total_time_mins,working_hours,delivery_rating,delivery_time_target
2023-10-21,Munich,4736,5571,673,733,13.5,174.6,4.47,1.23,3.24,18.7,5.3,24,2135.6,3.6,30
2023-10-22,Munich,4486,5018,683,734,13.5,174.7,3.92,0.99,2.93,20.1,5.7,25.8,1969.6,3.5,30
2023-10-23,Munich,3882,4816,660,733,11.5,175.2,3.85,0.86,2.99,19.4,5.5,24.9,1879,3.5,30
2023-10-24,Munich,3768,4690,650,732,11.5,175.4,3.46,1.24,2.22,20.3,5.7,26,1800.2,3.4,30
2023-10-25,Munich,3950,4921,659,733,11.5,175.5,4.02,0.99,3.03,20.3,5.7,26,1954.2,3.4,30
2023-10-26,Munich,3838,4244,663,731,11.5,174.6,3.8,0.7,3.1,20.6,5.8,26.4,1785.1,3.4,30
2023-10-27,Munich,4608,5722,668,733,13.5,175.2,3.5,1.05,2.45,19.5,5.5,25,2037,3.6,30
2023-10-28,Munich,4780,5973,667,733,13.5,175.6,3.25,1.01,2.24,18.7,5.3,24,2278.3,3.6,30
2023-10-29,Munich,4500,5586,669,733,13.5,174.5,3.68,1.2,2.48,17.4,4.9,22.3,2207.5,3.6,30
2023-10-30,Munich,3861,4635,682,734,11.5,175.7,4.03,1.05,2.98,19.5,5.5,25,1910.9,3.6,30
2023-10-31,Munich,3821,4605,651,732,11.5,175.8,3.39,0.87,2.52,17.9,5,22.9,1790.3,3.6,30
2023-11-01,Munich,4661,5212,660,735,11.5,176.3,4.21,1.24,2.97,17.9,5,22.9,2274.5,3.7,30
2023-11-02,Munich,4032,4963,687,737,11.5,175.1,3.24,1.14,2.1,17.6,5,22.6,1916.5,3.6,30
2023-11-03,Munich,4547,5042,666,730,13.5,175.1,4.11,1.04,3.07,20.2,5.7,25.9,2024.5,3.4,30
2023-11-04,Munich,4488,5150,668,731,13.5,175.4,3.13,0.84,2.29,20.1,5.7,25.8,2121.8,3.5,30
2023-11-05,Munich,4527,5652,666,733,13.5,175.4,3.17,0.88,2.29,19.2,5.4,24.6,2073.8,3.6,30
2023-11-06,Munich,3816,4439,669,733,11.5,175.6,3.83,1.06,2.77,18.6,5.2,23.8,1774.3,3.6,30
2023-11-07,Munich,3846,4306,657,737,11.5,175.4,2.74,0.7,2.04,19.3,5.5,24.8,1735.9,3.6,30
2023-11-08,Munich,3851,4796,670,734,11.5,174.9,2.79,0.81,1.98,19.1,5.4,24.5,1881.4,3.5,30
2023-11-09,Munich,4596,5734,691,736,11.5,175.6,3.4,1.09,2.31,19.4,5.5,24.9,2019.2,3.5,30
2023-11-10,Munich,5346,6030,666,729,13.5,174.5,3.64,0.95,2.69,19.3,5.4,24.7,2437.7,3.6,30
2023-11-11,Munich,5314,6534,648,735,13.5,175,4.11,0.9,3.21,19.3,5.4,24.7,2553.2,3.7,30
2023-11-12,Munich,5435,6296,679,732,13.5,175.8,3.88,0.75,3.13,20.2,5.7,25.9,2668.2,3.4,30
2023-11-13,Munich,4498,5205,661,732,11.5,174.4,3.56,0.93,2.63,20.4,5.8,26.2,2199.6,3.4,30
2023-11-14,Munich,4526,5156,651,733,11.5,174.7,-9.9,1.12,1.99,19.6,5.5,25.1,2025.2,3.5,30
2023-11-15,Munich,4496,4975,681,731,11.5,175.3,3.51,0.82,2.69,21.8,6.1,27.9,2065.8,3.3,30
2023-11-16,Munich,3904,4451,655,735,11.5,175.2,3.59,0.66,2.93,17,4.8,21.8,1846.5,3.8,30
2023-11-17,Munich,4647,5149,686,734,13.5,174.6,3.47,1.06,2.41,18.1,5.1,23.2,2213,3.7,30
2023-11-18,Munich,4568,5658,665,734,13.5,174.8,3.34,1.24,2.1,18.4,5.2,23.6,2024.2,3.7,30
2023-11-19,Munich,4483,5376,680,736,13.5,174.4,3.35,1.02,2.33,16.8,4.7,21.5,1981.5,3.7,30
2023-11-20,Munich,3826,4717,672,737,11.5,175.5,3.75,0.73,3.02,18.2,5.1,23.3,1759.6,3.5,30
2023-11-21,Munich,3896,4704,656,733,11.5,174.9,3.28,0.85,2.43,17.8,5,22.8,1805.9,3.6,30
2023-11-22,Munich,3847,4307,676,735,11.5,175.9,4.26,1.18,3.08,18.7,5.3,24,1713.6,3.6,30
2023-11-23,Munich,3733,4632,689,735,11.5,175,3.19,0.8,2.39,18,5.1,23.1,1677.9,3.6,30
2023-11-24,Munich,4591,5669,680,735,13.5,174.9,3.19,1.02,2.17,19.6,5.5,25.1,2165.5,3.5,30
2023-11-25,Munich,4586,5284,673,735,13.5,174.8,3.45,0.9,2.55,18.7,5.3,24,2264.9,3.6,30
2023-11-26,Munich,4601,5138,692,737,13.5,174.9,3.35,0.78,2.57,17.2,4.9,22.1,2062.7,3.8,30
2023-11-27,Munich,3889,4688,656,733,11.5,175.1,3.11,1.15,1.96,19.7,5.5,25.2,1896.5,3.4,30
2023-11-28,Munich,3910,4728,646,731,11.5,176.3,3.21,1.11,2.1,17.1,4.8,21.9,1950.2,3.7,30
2023-11-29,Munich,3789,4677,646,733,11.5,174.8,3.26,1.06,2.2,20,5.7,25.7,1681.8,3.5,30
2023-11-30,Munich,3938,4362,679,736,11.5,174.8,2.9,0.8,2.1,20.4,5.8,26.2,1811.8,3.5,30
2023-12-01,Munich,4721,5293,682,734,13.5,175,3.14,0.72,2.42,18,5.1,23.1,2082,3.7,30
2023-12-02,Munich,4640,5520,673,734,13.5,175.5,4.3,1.01,3.29,20.4,5.7,26.1,2162.8,3.5,30
2023-12-03,Munich,4674,5575,683,732,13.5,174.3,3.64,0.99,2.65,19.9,5.6,25.5,2051.8,3.4,30
2023-12-04,Munich,3938,4351,677,735,11.5,175.2,3.59,0.77,2.82,20.4,5.7,26.1,1869.7,3.3,30
2023-12-05,Munich,3730,4325,664,736,11.5,174.6,3.13,0.69,2.44,19.3,5.5,24.8,1682.2,3.5,30
2023-12-06,Munich,4521,5369,654,735,11.5,175.3,3.1,0.71,2.39,18.7,5.3,24,2162.9,3.5,30
2023-12-07,Munich,4336,5249,686,734,11.5,174.8,3.23,1.26,1.97,21.4,6,27.5,2167.6,3.5,30
2023-12-08,Munich,5114,5867,651,735,13.5,173.8,3.77,1.13,2.64,18.5,5.2,23.7,2419.2,3.6,30
2023-12-09,Munich,5203,6100,670,735,13.5,175.2,3.83,1.21,2.62,18.6,5.2,23.8,2342.3,3.6,30
2023-12-10,Munich,4969,6072,660,735,13.5,175.2,2.94,0.78,2.16,18.8,5.3,24.1,2429.8,3.6,30
2023-12-11,Munich,4433,5510,656,733,11.5,174.7,4.25,1.24,3.01,19,5.3,24.3,2060.5,3.6,30
2023-12-12,Munich,4514,5121,675,735,11.5,174.7,3.38,0.75,2.63,19.9,5.6,25.5,2187.3,3.6,30
2023-12-13,Munich,4251,4837,656,734,11.5,174.3,3.38,0.97,2.41,20.7,5.8,26.5,2102,3.4,30
2023-12-14,Munich,4524,5614,689,737,11.5,175.4,3.31,1.16,2.15,21.6,6.1,27.7,2070.3,3.3,30
2023-12-15,Munich,5114,5929,664,735,13.5,175.4,3.58,0.87,2.71,18.1,5.1,23.2,2237.5,3.6,30
2023-12-16,Munich,5204,6285,678,737,13.5,174.6,3.9,0.91,2.99,21.7,6.1,27.8,2486.1,3.4,30
2023-12-17,Munich,5128,6111,678,735,13.5,174.7,3.07,0.74,2.33,21.6,6.1,27.7,2358.6,3.3,30
2023-12-18,Munich,4473,5111,676,735,11.5,175,2.98,0.73,2.25,17.9,5.1,23,1956.6,3.6,30
2023-12-19,Munich,3942,4722,689,738,11.5,176.1,3.7,1.03,2.67,18.2,5.1,23.3,1795.8,3.7,30
2023-12-20,Munich,3904,4678,657,736,11.5,175.3,3.23,1.07,2.16,20,5.6,25.6,1773,3.5,30
2023-12-21,Munich,3839,4564,649,734,11.5,174.5,4,1.13,2.87,19.1,5.4,24.5,1869.3,3.6,30
2023-12-22,Munich,4560,5084,651,737,13.5,175.2,3.78,0.99,2.79,19.8,5.6,25.4,2123.1,3.5,30
2023-12-23,Munich,4601,5747,684,734,13.5,174.3,3.11,1.05,2.06,19.6,5.5,25.1,2180.4,3.5,30
2023-12-24,Munich,4673,5420,690,736,13.5,175.4,2.66,0.67,1.99,18.7,5.3,24,2182.3,3.6,30
2023-12-25,Munich,4677,5592,663,739,11.5,175.8,3.57,0.76,2.81,16.8,4.8,21.6,2087.7,3.8,30
2023-12-26,Munich,4663,5748,675,733,11.5,175.8,3.6,1.25,2.35,19,5.4,24.4,2180.8,3.5,30
2023-12-27,Munich,3711,4317,647,735,11.5,175.4,2.77,0.71,2.06,16.9,4.8,21.7,1838.2,3.7,30
2023-12-28,Munich,3837,4666,656,737,11.5,174.7,4.07,1.07,3,19.1,5.4,24.5,1689.1,3.6,30
2023-12-29,Munich,4544,5660,679,737,13.5,174.3,3.15,0.77,2.38,19.9,5.6,25.5,2100.4,3.5,30
2023-12-30,Munich,4674,5393,647,733,13.5,174.3,3.67,1.09,2.58,19,5.4,24.4,2052.4,3.6,30
2023-12-31,Munich,4531,5259,665,733,13.5,173.6,3.35,1.08,2.27,20.7,5.8,26.5,2086.4,3.4,30
2024-01-01,Munich,4653,5750,678,738,11.5,175.3,3.62,0.8,2.82,18.5,5.2,23.7,2302.4,3.6,30
2024-01-02,Munich,3811,4283,680,735,11.5,174.9,3.18,0.82,2.36,19.7,5.5,25.2,1759.6,3.5,30
2024-01-03,Munich,3652,4032,666,735,11.5,175.5,4.35,1.05,3.3,19.3,5.5,24.8,1680.8,3.7,30
2024-01-04,Munich,3933,4862,678,739,11.5,175.7,3.81,0.89,2.92,20.7,5.8,26.5,1905.2,3.4,30
2024-01-05,Munich,4605,5633,671,736,13.5,175,2.91,0.78,2.13,19.6,5.5,25.1,2150.6,3.5,30
2024-01-06,Munich,5503,6856,649,736,13.5,175.1,3.62,1.1,2.52,17.4,4.9,22.3,2574.1,3.7,30
2024-01-07,Munich,4441,4923,680,736,13.5,174.8,3.23,0.75,2.48,20.5,5.8,26.3,2030.8,3.5,30
2024-01-08,Munich,3810,4280,653,734,11.5,174.8,3.86,1.17,2.69,19.3,5.5,24.8,1833.6,3.6,30
2024-01-09,Munich,3818,4260,650,738,11.5,175.4,4.09,0.97,3.12,16.9,4.8,21.7,1755.8,3.7,30
2024-01-10,Munich,3867,4650,668,737,11.5,174.9,3.48,0.72,2.76,19.3,5.5,24.8,1866.1,3.6,30
2024-01-11,Munich,3707,4414,686,737,11.5,174.8,3.11,1.08,2.03,20.2,5.7,25.9,1737.2,3.5,30
2024-01-12,Munich,4662,5379,654,736,13.5,175,3.83,0.97,2.86,19,5.4,24.4,2288.9,3.5,30
2024-01-13,Munich,4799,5320,648,736,13.5,175.4,2.79,0.84,1.95,18.1,5.1,23.2,2386.1,3.6,30
2024-01-14,Munich,4655,5567,654,738,13.5,174.7,3.94,0.91,3.03,20,5.6,25.6,2220.7,3.5,30
2024-01-15,Munich,3849,4563,663,736,11.5,175,3.71,0.84,2.87,19.8,5.6,25.4,1848.4,3.4,30
2024-01-16,Munich,4278,4778,674,737,11.5,175.1,3.19,0.82,2.37,20,5.6,25.6,2015.9,3.4,30
2024-01-17,Munich,4338,5363,657,738,11.5,175.6,3.11,0.76,2.35,18.3,5.2,23.5,1895.5,3.6,30
2024-01-18,Munich,4410,4982,684,737,11.5,174.9,3.94,0.88,3.06,18.7,5.3,24,2044.8,3.6,30
2024-01-19,Munich,5131,6216,684,740,13.5,174.6,3.85,0.81,3.04,20.8,5.9,26.7,2368.9,3.4,30
2024-01-20,Munich,5286,6516,675,733,13.5,174.8,3.5,1.07,2.43,21.1,5.9,27,2315.9,3.3,30
2024-01-21,Munich,5237,6215,671,738,13.5,175.5,3.43,1.07,2.36,18.9,5.3,24.2,2300.6,3.6,30
2024-01-22,Munich,4685,5326,663,736,11.5,176,3.68,0.96,2.72,19.3,5.4,24.7,2068.2,3.5,30
2024-01-23,Munich,3741,4288,663,735,11.5,174.3,3.08,1.13,1.95,17,4.8,21.8,1843.4,3.7,30
2024-01-24,Munich,3843,4737,669,736,11.5,174.5,3.22,1.16,2.06,19.6,5.5,25.1,1754.6,3.5,30
2024-01-25,Munich,3701,4236,651,737,11.5,174.9,3.13,1.01,2.12,16.7,4.7,21.4,1650.4,3.8,30
2024-01-26,Munich,4385,5314,678,737,13.5,175.1,3.23,1.03,2.2,16.9,4.8,21.7,1948.3,3.7,30
2024-01-27,Munich,4680,5843,661,734,13.5,175.4,3.49,0.83,2.66,16.7,4.7,21.4,2153.3,3.8,30
2024-01-28,Munich,4657,5821,657,736,13.5,174.6,4.53,1.2,3.33,19.3,5.4,24.7,2322.4,3.6,30
2024-01-29,Munich,3754,4429,661,738,11.5,174.5,3.52,0.67,2.85,18.3,5.2,23.5,1637.8,3.6,30
2024-01-30,Munich,3849,4711,655,736,11.5,175.1,2.9,0.87,2.03,17.9,5,22.9,1797.2,3.7,30
2024-01-31,Munich,3777,4715,686,735,11.5,174.9,3.77,1.09,2.68,20.4,5.7,26.1,1783.2,3.5,30
2024-02-01,Munich,3790,4382,652,733,11.5,175.5,3.35,0.71,2.64,17.5,4.9,22.4,1789,3.8,30
2024-02-02,Munich,4591,5223,688,738,13.5,175.7,2.91,0.77,2.14,18.3,5.1,23.4,2158.2,3.6,30
2024-02-03,Munich,4548,5080,675,739,13.5,176.2,4.25,1.02,3.23,20.4,5.8,26.2,2194.3,3.3,30
2024-02-04,Munich,4581,5135,690,741,13.5,176.3,3.57,1,2.57,18.4,5.2,23.6,2183.3,3.6,30
2024-02-05,Munich,3821,4692,675,744,11.5,178,4.45,1.11,3.34,19,5.3,24.3,1664.5,3.6,30
2024-02-06,Munich,3945,4687,697,745,11.5,176.8,3.69,1.15,2.54,17.1,4.8,21.9,1869.3,3.8,30
2024-02-07,Munich,3638,4478,665,746,11.5,178,3.56,0.75,2.81,19.9,5.6,25.5,1685.8,3.5,30
2024-02-08,Munich,3905,4757,680,745,11.5,177.5,2.79,0.68,2.11,18.4,5.2,23.6,1732.1,3.6,30
2024-02-09,Munich,4620,5548,667,752,13.5,178.1,3.68,1.08,2.6,20,5.6,25.6,2140.6,3.4,30
2024-02-10,Munich,4638,5525,684,755,13.5,178.7,3.15,0.85,2.3,17.8,5,22.8,2211.4,3.6,30
2024-02-11,Munich,4706,5210,689,754,13.5,180.3,4.19,1.05,3.14,18.5,5.2,23.7,2181.6,3.6,30
2024-02-12,Munich,3976,4893,692,756,11.5,180.1,3.84,0.77,3.07,20,5.6,25.6,1954.6,3.5,30
2024-02-13,Munich,3969,4614,683,758,11.5,180.1,4.09,0.96,3.13,20.7,5.8,26.5,1946.5,3.3,30
2024-02-14,Munich,3897,4613,674,763,11.5,181,3.97,0.98,2.99,17,4.8,21.8,1764.8,3.8,30
2024-02-15,Munich,4088,4510,697,759,11.5,181.3,4.18,1.03,3.15,20,5.7,25.7,1796.7,3.5,30
2024-02-16,Munich,4744,5884,693,763,13.5,181.5,3.26,0.99,2.27,18,5.1,23.1,2139.1,3.6,30
2024-02-17,Munich,4776,5900,676,762,13.5,181.5,3.6,0.98,2.62,19,5.4,24.4,2361.6,3.5,30
2024-02-18,Munich,4893,5781,718,768,13.5,183.4,3.84,0.88,2.96,18,5.1,23.1,2307.1,3.7,30
2024-02-19,Munich,4098,4862,719,768,11.5,183.2,3.62,0.73,2.89,19.3,5.4,24.7,2048.2,3.6,30
2024-02-20,Munich,4017,4843,718,771,11.5,184.6,3.74,0.74,3,18.3,5.1,23.4,1865.5,3.7,30
2024-02-21,Munich,3798,4328,719,773,11.5,184.5,3.27,0.95,2.32,18.2,5.1,23.3,1845.5,3.6,30
2024-02-22,Munich,4015,4550,687,776,11.5,184.7,3.04,0.9,2.14,17,4.8,21.8,1776.2,3.8,30
2024-02-23,Munich,4956,5952,730,777,13.5,184.7,4.29,1,3.29,17.5,4.9,22.4,2439.8,3.7,30
2024-02-24,Munich,5024,5605,704,779,13.5,184.8,3.67,0.87,2.8,20.6,5.8,26.4,2511.5,3.4,30
2024-02-25,Munich,4962,5796,691,777,13.5,185.7,3.34,1.11,2.23,20.9,5.9,26.8,2323.7,3.4,30
2024-02-26,Munich,4729,5551,727,783,11.5,185.7,4.34,1.21,3.13,21.2,6,27.2,2310.6,3.3,30
2024-02-27,Munich,5021,5810,697,781,11.5,187,4.17,0.87,3.3,19.1,5.4,24.5,2260.3,3.6,30
2024-02-28,Munich,4769,5378,713,783,11.5,188,3.07,0.81,2.26,19.6,5.5,25.1,2095.4,3.5,30
2024-02-29,Munich,4882,5630,698,787,11.5,187.5,3.94,0.77,3.17,21.1,5.9,27,2425.7,3.3,30
2024-03-01,Munich,5543,6377,715,788,13.5,188.5,4.41,1.07,3.34,22,6.2,28.2,2616.3,3.3,30
2024-03-02,Munich,5584,6560,718,787,13.5,188.1,4.32,0.97,3.35,19.9,5.6,25.5,2428.8,3.5,30
2024-03-03,Munich,5775,6936,717,791,13.5,188.8,4.13,0.81,3.32,21.4,6,27.5,2601.6,3.4,30
2024-03-04,Munich,4347,5413,703,796,11.5,189,3.91,1.1,2.81,20.9,5.9,26.8,1901.6,3.4,30
2024-03-05,Munich,4216,4728,720,792,11.5,188.8,3.33,0.79,2.54,20.5,5.8,26.3,2057.4,3.4,30
2024-03-06,Munich,4083,5025,726,800,11.5,190.3,3.1,1.04,2.06,17.9,5,22.9,1975.9,3.7,30
2024-03-07,Munich,4263,4871,714,798,11.5,190.8,3.16,1.02,2.14,17,4.8,21.8,2083.1,3.7,30
2024-03-08,Munich,5170,6145,743,795,13.5,191.7,3.8,1.15,2.65,19,5.3,24.3,2472.8,3.5,30
2024-03-09,Munich,5176,6118,723,799,13.5,192,3.36,0.74,2.62,19.1,5.4,24.5,2334.4,3.5,30
2024-03-10,Munich,5125,6065,747,802,13.5,192.5,3.56,1.24,2.32,17.8,5,22.8,2500.6,3.7,30
2024-03-11,Munich,4315,5214,712,804,11.5,192,3.75,1.13,2.62,18.2,5.1,23.3,2000.2,3.6,30
2024-03-12,Munich,4268,4939,725,807,11.5,193.2,3.15,0.84,2.31,20.1,5.7,25.8,2051.2,3.4,30
2024-03-13,Munich,4244,4871,715,803,11.5,194.2,4.09,0.83,3.26,18.9,5.3,24.2,1887.3,3.6,30
2024-03-14,Munich,4444,5456,733,811,11.5,194.1,3.47,0.98,2.49,18.3,5.2,23.5,2219.8,3.7,30
2024-03-15,Munich,5267,5967,718,810,13.5,195.2,4.12,1.21,2.91,19.6,5.5,25.1,2548.2,3.6,30
2024-03-16,Munich,5257,5924,740,817,13.5,195.8,4.01,1.23,2.78,19.7,5.5,25.2,2409.7,3.5,30
2024-03-17,Munich,5236,5771,734,815,13.5,195.1,3.18,1.03,2.15,20.1,5.7,25.8,2580.6,3.5,30
2024-03-18,Munich,4400,4978,731,819,11.5,195.3,4.64,1.24,3.4,17.7,5,22.7,2056.2,3.8,30
2024-03-19,Munich,4447,5237,754,821,11.5,195.7,3.56,0.73,2.83,20,5.7,25.7,2086.9,3.5,30
2024-03-20,Munich,4616,5450,771,823,11.5,195.8,3.3,0.75,2.55,19.5,5.5,25,2046.3,3.5,30
2024-03-21,Munich,4522,5146,732,821,11.5,196.8,3.59,1.27,2.32,17.3,4.9,22.2,2067.1,3.7,30
2024-03-22,Munich,5296,5883,759,823,13.5,198.1,3.76,1.19,2.57,20.2,5.7,25.9,2416.2,3.4,30
2024-03-23,Munich,5312,6436,763,826,13.5,196.8,3.13,1,2.13,18.6,5.3,23.9,2324.2,3.6,30
2024-03-24,Munich,5312,6447,754,829,13.5,197.9,3.79,1.18,2.61,18.4,5.2,23.6,2314.9,3.6,30
2024-03-25,Munich,4486,5606,774,829,11.5,198.8,4.15,1.3,2.85,19,5.3,24.3,2042.8,3.6,30
2024-03-26,Munich,4438,5480,779,831,11.5,198.8,4.53,1.2,3.33,18.5,5.2,23.7,2057.9,3.6,30
2024-03-27,Munich,5259,6515,752,834,11.5,199.5,4.32,1.24,3.08,19.6,5.5,25.1,2409.8,3.5,30
2024-03-28,Munich,4962,6052,765,833,11.5,199.9,3.46,1.19,2.27,21.6,6.1,27.7,2346.4,3.3,30
2024-03-29,Munich,6205,7398,767,835,13.5,200.5,3.17,0.84,2.33,18.6,5.3,23.9,2702.2,3.6,30
2024-03-30,Munich,6196,6935,757,838,13.5,200.7,3.96,1.24,2.72,22.3,6.3,28.6,2801.7,3.2,30
2024-03-31,Munich,6312,7532,755,840,13.5,201.1,3.26,0.86,2.4,20.5,5.8,26.3,3024,3.5,30
2024-04-01,Munich,5371,5953,789,843,11.5,202.4,3.45,1.28,2.17,19,5.3,24.3,2662.4,3.6,30
2024-04-02,Munich,5230,6447,783,845,11.5,202.9,4.28,1.02,3.26,18.7,5.3,24,2597.6,3.6,30
2024-04-03,Munich,5389,6317,747,843,11.5,202.2,3.31,1.15,2.16,20.7,5.8,26.5,2614.1,3.4,30
2024-04-04,Munich,5310,6396,749,845,11.5,201.9,4.34,1.04,3.3,20.9,5.9,26.8,2565.4,3.4,30
2024-04-05,Munich,5381,5961,792,847,13.5,204.3,3.14,0.8,2.34,17.4,4.9,22.3,2532.8,3.7,30
2024-04-06,Munich,5605,6614,754,853,13.5,203.6,4.43,0.92,3.51,18.2,5.1,23.3,2715,3.7,30
2024-04-07,Munich,5542,6346,784,852,13.5,204.8,4.33,1.34,2.99,20.4,5.8,26.2,2531.4,3.4,30
2024-04-08,Munich,4683,5351,763,854,11.5,204.3,4.51,1.33,3.18,17.4,4.9,22.3,2269.6,3.7,30
2024-04-09,Munich,4860,5630,755,856,11.5,206.2,3.25,0.94,2.31,20.7,5.9,26.6,2363.4,3.3,30
2024-04-10,Munich,4730,5203,756,856,11.5,207.3,4.71,1.35,3.36,19.9,5.6,25.5,2208.9,3.5,30
2024-04-11,Munich,4619,5404,777,862,11.5,206.6,4.6,1.26,3.34,19,5.4,24.4,2037.9,3.5,30
2024-04-12,Munich,5776,6775,762,862,13.5,206.9,4.2,1.12,3.08,18.6,5.3,23.9,2698.4,3.6,30
2024-04-13,Munich,5731,7046,790,863,13.5,207.2,3.65,0.78,2.87,17.3,4.9,22.2,2698,3.7,30
2024-04-14,Munich,5596,6532,792,862,13.5,208.2,4.48,1.3,3.18,20.7,5.8,26.5,2574.7,3.4,30
2024-04-15,Munich,4610,5322,779,864,11.5,208.5,3.27,1.09,2.18,17.9,5,22.9,2219.4,3.6,30
2024-04-16,Munich,4686,5853,801,867,11.5,209.2,4.29,1.28,3.01,18.6,5.2,23.8,2225,3.6,30
2024-04-17,Munich,4880,5786,789,868,11.5,208.8,4.63,1.26,3.37,19.6,5.5,25.1,2364.2,3.5,30
2024-04-18,Munich,4778,5594,787,869,11.5,209.8,3.94,1.26,2.68,18.3,5.1,23.4,2200.3,3.6,30
2024-04-19,Munich,5794,6804,788,872,13.5,209.8,3.52,1.18,2.34,19.3,5.5,24.8,2622.6,3.5,30
2024-04-20,Munich,5667,6921,791,874,13.5,210,3.72,0.94,2.78,20.6,5.8,9999,2573.4,3.4,30
2024-04-21,Munich,5902,6793,822,877,13.5,210.9,4.18,0.97,3.21,19.3,5.4,24.7,2842.4,3.6,30
2024-04-22,Munich,4657,5394,807,877,11.5,210.9,3.3,0.95,2.35,21.2,6,27.2,2084.7,3.3,30
2024-04-23,Munich,4806,5831,789,878,11.5,212.4,3.27,0.78,2.49,20.8,5.9,26.7,2314.2,3.4,30
2024-04-24,Munich,4926,5472,813,880,11.5,211.9,3.53,1.12,2.41,18.7,5.3,24,2408.7,3.6,30
2024-04-25,Munich,4784,5883,797,886,11.5,212.9,4.51,1.19,3.32,19,5.3,24.3,2272.7,3.6,30
2024-04-26,Munich,5953,6932,783,883,13.5,212.9,3.59,1.29,2.3,19.1,5.4,24.5,2731.6,3.5,30
2024-04-27,Munich,5819,6908,806,888,13.5,213.8,4.03,0.86,3.17,19.9,5.6,25.5,2848.8,3.5,30
2024-04-28,Munich,5799,7037,823,890,13.5,213.8,3.83,1.1,2.73,18.6,5.2,23.8,2642.6,3.5,30
2024-04-29,Munich,5818,6631,803,890,11.5,213.9,4.05,0.78,3.27,22.5,6.4,28.9,2575.6,3.2,30
2024-04-30,Munich,5719,7054,835,896,11.5,215.2,4.41,0.84,3.57,21,5.9,26.9,2739.1,3.4,30
2024-05-01,Munich,6747,8412,806,893,11.5,214.9,3.19,0.81,2.38,20.1,5.7,25.8,3160.1,3.4,30
2024-05-02,Munich,5805,6815,807,896,11.5,215.1,3.88,1.22,2.66,21.1,6,27.1,2806.4,3.5,30
2024-05-03,Munich,6434,7981,837,891,13.5,214.8,4.18,0.83,3.35,20,5.7,25.7,3051.6,3.5,30
2024-05-04,Munich,6759,7436,809,891,13.5,214.3,3.8,1.21,2.59,21.9,6.2,28.1,3368.4,3.3,30
2024-05-05,Munich,6619,8168,828,893,13.5,215.5,3.45,0.93,2.52,20.8,5.9,26.7,2895.3,3.5,30
2024-05-06,Munich,4897,5615,828,892,11.5,215.4,4.69,1.31,3.38,17.6,5,22.5,2304.7,3.8,30
2024-05-07,Munich,5003,5737,838,896,11.5,214.7,4.87,1.27,3.6,18.1,5.1,23.2,2236.8,3.6,30
2024-05-08,Munich,4923,5583,790,893,11.5,215,4.35,1.35,3,20.9,5.9,26.8,2409.9,3.4,30
2024-05-09,Munich,5019,5759,797,890,11.5,215.5,3.92,1.31,2.61,19.7,5.5,25.2,2236.9,3.5,30
2024-05-10,Munich,5947,6732,823,889,13.5,214.8,4.12,1.34,2.78,21.3,6,27.3,2633.7,3.3,30
2024-05-11,Munich,6712,8295,815,892,13.5,214.8,3.76,1.3,2.46,18.6,5.3,23.9,3030.7,3.6,30
2024-05-12,Munich,6646,8206,814,892,13.5,215.1,4.49,1.2,3.29,19.7,5.5,25.2,2926.5,3.5,30
2024-05-13,Munich,5597,6242,794,893,11.5,214.8,4.18,0.88,3.3,19.2,5.4,24.6,2730,3.6,30
2024-05-14,Munich,5629,6312,802,895,11.5,215.4,4.39,0.94,3.45,20.7,5.9,26.6,2626.8,3.4,30
2024-05-15,Munich,5693,6998,815,895,11.5,214.9,3.17,0.91,2.26,20,5.7,25.7,2604.3,3.5,30
2024-05-16,Munich,5887,6827,799,892,11.5,214.6,4.15,1.14,3.01,19,5.4,24.4,2701.9,3.5,30
2024-05-17,Munich,6843,7701,794,890,13.5,215.3,3.6,1.08,2.52,21.1,6,27.1,3030.1,3.3,30
2024-05-18,Munich,5886,6925,787,890,13.5,214.4,4,1.3,2.7,19.6,5.5,25.1,2850.8,3.6,30
2024-05-19,Munich,5958,6926,792,891,13.5,216,4.67,1.35,3.32,18.5,5.2,23.7,2902.5,3.6,30
2024-05-20,Munich,4931,5586,826,892,11.5,215.8,3.51,1.02,2.49,19.3,5.5,24.8,2375.2,3.5,30
2024-05-21,Munich,4973,6007,825,894,11.5,215.3,4.19,1.08,3.11,20.4,5.8,26.2,2193.2,3.4,30
2024-05-22,Munich,4985,5955,786,891,11.5,215.2,4.5,1.36,3.14,18.2,5.1,23.3,2184.2,3.6,30
2024-05-23,Munich,5756,6417,797,894,11.5,215.2,4.51,0.95,3.56,19.7,5.5,25.2,2651.4,3.5,30
2024-05-24,Munich,6405,7934,816,894,13.5,214.8,4.57,1.26,3.31,19.9,5.6,25.5,2978.5,3.4,30
2024-05-25,Munich,6732,7969,804,894,13.5,215.1,4.27,0.92,3.35,21.6,6.1,27.7,3085.8,3.3,30
2024-05-26,Munich,6656,7571,828,891,13.5,214.5,4.15,1.19,2.96,22.1,6.2,28.3,3046.4,3.3,30
2024-05-27,Munich,5633,6370,828,894,11.5,215.3,3.41,0.93,2.48,20,5.6,25.6,2746.3,3.5,30
